0,0,0,0
0.1,0.1,0.1,0.09939
0.2,0.2,0.2,0.1981
0.3,0.3,0.3,0.2963
0.4,0.4,0.4,0.4059
0.5,0.5,0.5,0.5107
0.6,0.6,0.6,0.6146
0.7,0.7,0.7,0.7172
0.8,0.8,0.79999999999,0.8192
0.9,0.9,0.89999999999,0.9205
1,1,0.99999999999999,1.021
